INVOICE_ID,INVOICE_DATE,CLIENT_ID,CLIENT_TYPE,TOTAL_HT,MONTANT_TVA,AMOUNT_TTC,RAS_5P,RAS_TVA,AMOUNT_TO_PAY,PU,QUANTITY,ELECTRONIC_DATE,PHYSICAL_DATE,EXPECTED_PAYMENT_DATE,LABEL,PO,INVOICE_YEAR,STATUS,PAYMENT_DATE,INVOICE_NUMBER
5419,2024-01-25,58,PRIVE,19555.18,3911.04,23466.22,0.0,0.0,23466.22,1029.22,19,2024-01-27,2024-01-30,2024-04-06,Maintenance SaaS,PO-60588-KD,2024,PAID,2024-04-16,FAC-2024-27764
5420,2023-08-04,25,PUBLIC,462.48,92.5,554.98,23.12,69.37,462.49,154.16,3,2023-08-04,2023-08-07,2023-09-17,Maintenance SaaS,PO-52745-Vs,2023,PAID,2023-09-11,FAC-2023-40727
5421,2025-03-22,34,PUBLIC,7251.18,1450.24,8701.42,362.56,1087.68,7251.18,426.54,17,2025-03-23,2025-03-25,2025-06-16,Formation technique,PO-15534-FJ,2025,PAID,2025-06-21,FAC-2025-06774
5422,2024-12-23,11,PUBLIC,8504.32,1700.86,10205.18,425.22,1275.65,8504.31,1063.04,8,2024-12-25,,2025-02-07,Formation technique,PO-91404-gi,2024,PAID,2025-01-25,FAC-2024-58375
5424,2025-01-25,11,PUBLIC,9143.46,1828.69,10972.15,457.17,1371.52,9143.46,1015.94,9,2025-01-25,2025-01-28,2025-03-05,Développement logiciel,PO-05486-ya,2025,PAID,2025-02-20,FAC-2025-31045
5426,2025-03-11,49,PRIVE,2179.04,435.81,2614.85,0.0,0.0,2614.85,272.38,8,2025-03-11,2025-03-16,2025-06-08,Développement logiciel,PO-32272-Wq,2025,PAID,2025-06-09,FAC-2025-67416
5430,2024-03-30,28,PRIVE,514.08,102.82,616.9,0.0,0.0,616.9,64.26,8,2024-03-30,,2024-05-30,Développement logiciel,PO-16308-Lk,2024,PAID,2024-05-23,FAC-2024-01486
5433,2024-01-22,17,PRIVE,760.72,152.14,912.86,0.0,0.0,912.86,95.09,8,2024-01-22,2024-01-26,2024-03-05,Licence logicielle,PO-15413-Vv,2024,PAID,2024-03-18,FAC-2024-36587
5439,2023-11-20,53,PUBLIC,8548.85,1709.77,10258.62,427.44,1282.33,8548.85,1709.77,5,2023-11-20,2023-11-24,2024-01-01,Développement logiciel,PO-58916-AY,2023,PAID,2024-01-02,FAC-2023-47881
5442,2023-12-17,42,PUBLIC,16727.26,3345.45,20072.71,836.36,2509.09,16727.26,1520.66,11,2023-12-17,,2024-02-14,Développement logiciel,PO-53266-CD,2023,PAID,2024-02-25,FAC-2023-02658
5443,2025-02-12,9,PUBLIC,29660.94,5932.19,35593.13,1483.05,4449.14,29660.94,1647.83,18,2025-02-13,2025-02-16,2025-05-11,Licence logicielle,PO-60907-KQ,2025,PAID,2025-05-05,FAC-2025-68703
5444,2024-08-03,28,PRIVE,2217.28,443.46,2660.74,0.0,0.0,2660.74,554.32,4,2024-08-03,2024-08-04,2024-10-12,Formation technique,PO-23000-CR,2024,PAID,2024-10-01,FAC-2024-02925
5445,2023-08-28,57,PUBLIC,1119.98,224.0,1343.98,56.0,168.0,1119.98,1119.98,1,2023-08-29,2023-09-01,2023-11-05,Formation technique,PO-83531-rG,2023,PAID,2023-10-23,FAC-2023-16950
5446,2024-08-21,22,PUBLIC,23122.08,4624.42,27746.5,1156.1,3468.31,23122.09,1445.13,16,2024-08-21,2024-08-26,2024-11-17,Hébergement cloud,PO-75439-rO,2024,PAID,2024-12-01,FAC-2024-03631
5448,2024-03-19,1,PRIVE,3122.73,624.55,3747.28,0.0,0.0,3747.28,1040.91,3,2024-03-21,2024-03-22,2024-05-10,Hébergement cloud,PO-03864-tk,2024,PAID,2024-04-29,FAC-2024-74960
5449,2025-07-16,44,PUBLIC,10413.45,2082.69,12496.14,520.67,1562.02,10413.45,1157.05,9,2025-07-16,,2025-09-01,Formation technique,PO-53375-Bw,2025,PAID,2025-09-07,FAC-2025-79733
5450,2024-03-18,69,PRIVE,17380.44,3476.09,20856.53,0.0,0.0,20856.53,1931.16,9,2024-03-20,,2024-04-23,Maintenance SaaS,PO-35950-Jh,2024,PAID,2024-04-18,FAC-2024-98933
5457,2025-03-04,39,PUBLIC,14092.48,2818.5,16910.98,704.62,2113.87,14092.49,1761.56,8,2025-03-05,2025-03-07,2025-05-25,Hébergement cloud,PO-77133-aB,2025,PAID,2025-05-21,FAC-2025-83604
5460,2023-10-07,59,PUBLIC,13442.76,2688.55,16131.31,672.14,2016.41,13442.76,746.82,18,2023-10-09,,2023-12-09,Formation technique,PO-84927-We,2023,PAID,2023-12-13,FAC-2023-94476
5466,2024-04-24,4,PRIVE,1430.07,286.01,1716.08,0.0,0.0,1716.08,476.69,3,2024-04-24,2024-04-27,2024-07-02,Maintenance SaaS,PO-50972-PI,2024,PAID,2024-07-04,FAC-2024-11518
5468,2023-11-04,44,PUBLIC,2226.23,445.25,2671.48,111.31,333.93,2226.24,117.17,19,2023-11-04,2023-11-06,2024-01-15,Maintenance SaaS,PO-17664-jS,2023,PAID,2024-01-04,FAC-2023-93758
5469,2024-04-03,49,PRIVE,7552.88,1510.58,9063.46,0.0,0.0,9063.46,944.11,8,2024-04-05,,2024-05-31,Consulting IT,PO-59637-oj,2024,PAID,2024-06-04,FAC-2024-74912
5471,2024-07-25,75,PRIVE,2758.62,551.72,3310.34,0.0,0.0,3310.34,919.54,3,2024-07-25,2024-07-26,2024-09-02,Hébergement cloud,PO-14094-FU,2024,PAID,2024-08-24,FAC-2024-25406
5473,2024-09-20,19,PRIVE,16494.17,3298.83,19793.0,0.0,0.0,19793.0,1499.47,11,2024-09-20,2024-09-24,2024-12-09,Maintenance SaaS,PO-09520-bO,2024,PAID,2024-11-27,FAC-2024-50744
5475,2024-08-16,49,PRIVE,12430.81,2486.16,14916.97,0.0,0.0,14916.97,1775.83,7,2024-08-16,2024-08-17,2024-09-20,Développement logiciel,PO-66797-bv,2024,PAID,2024-09-08,FAC-2024-11464
5476,2024-12-27,89,PUBLIC,3135.1,627.02,3762.12,156.75,470.26,3135.11,313.51,10,2024-12-29,2024-12-28,2025-02-20,Licence logicielle,PO-04851-NL,2024,PAID,2025-02-23,FAC-2024-76329
5478,2024-07-03,18,PUBLIC,14909.57,2981.91,17891.48,745.48,2236.44,14909.56,1146.89,13,2024-07-05,2024-07-05,2024-08-12,Hébergement cloud,PO-58755-kP,2024,PAID,2024-08-24,FAC-2024-22996
5479,2023-09-25,83,PRIVE,7499.25,1499.85,8999.1,0.0,0.0,8999.1,833.25,9,2023-09-25,,2023-11-03,Consulting IT,PO-76839-FU,2023,PAID,2023-10-26,FAC-2023-63895
5482,2024-04-18,55,PUBLIC,15790.52,3158.1,18948.62,789.53,2368.58,15790.51,831.08,19,2024-04-18,,2024-05-20,Licence logicielle,PO-83478-EJ,2024,PAID,2024-06-02,FAC-2024-01863
5483,2024-06-19,12,PRIVE,5399.1,1079.82,6478.92,0.0,0.0,6478.92,1079.82,5,2024-06-19,2024-06-23,2024-08-04,Consulting IT,PO-28813-vn,2024,PAID,2024-08-06,FAC-2024-69788
5484,2024-08-06,83,PRIVE,21910.56,4382.11,26292.67,0.0,0.0,26292.67,1565.04,14,2024-08-07,2024-08-10,2024-09-29,Consulting IT,PO-95003-BC,2024,PAID,2024-10-05,FAC-2024-41283
5485,2024-07-30,1,PRIVE,7033.18,1406.64,8439.82,0.0,0.0,8439.82,1004.74,7,2024-08-01,2024-08-03,2024-10-06,Maintenance SaaS,PO-93435-Uv,2024,PAID,2024-10-05,FAC-2024-15077
5486,2024-08-21,39,PUBLIC,6773.06,1354.61,8127.67,338.65,1015.96,6773.06,483.79,14,2024-08-21,2024-08-25,2024-10-15,Consulting IT,PO-39841-oo,2024,PAID,2024-10-06,FAC-2024-18011
5487,2024-01-22,58,PRIVE,12930.32,2586.06,15516.38,0.0,0.0,15516.38,1616.29,8,2024-01-24,2024-01-24,2024-04-03,Maintenance SaaS,PO-99081-up,2024,PAID,2024-04-08,FAC-2024-30377
5488,2025-06-01,32,PUBLIC,4318.8,863.76,5182.56,215.94,647.82,4318.8,431.88,10,2025-06-03,2025-06-06,2025-08-23,Consulting IT,PO-90121-tw,2025,PAID,2025-08-25,FAC-2025-97014
5491,2023-11-11,43,PRIVE,3950.22,790.04,4740.26,0.0,0.0,4740.26,658.37,6,2023-11-12,,2024-01-06,Hébergement cloud,PO-05381-mU,2023,PAID,2024-01-03,FAC-2023-14310
5496,2024-06-02,37,PRIVE,2819.9,563.98,3383.88,0.0,0.0,3383.88,1409.95,2,2024-06-04,2024-06-06,2024-08-21,Hébergement cloud,PO-76052-Kq,2024,PAID,2024-08-28,FAC-2024-05540
5497,2024-08-29,25,PUBLIC,5042.83,1008.57,6051.4,252.14,756.42,5042.84,387.91,13,2024-08-30,,2024-09-28,Licence logicielle,PO-41927-ut,2024,PAID,2024-09-27,FAC-2024-25117
5498,2024-09-25,5,PRIVE,896.58,179.32,1075.9,0.0,0.0,1075.9,298.86,3,2024-09-25,2024-09-29,2024-11-22,Hébergement cloud,PO-13211-ad,2024,PAID,2024-11-07,FAC-2024-07299
5504,2024-12-30,65,PUBLIC,14833.2,2966.64,17799.84,741.66,2224.98,14833.2,1236.1,12,2024-12-31,2025-01-04,2025-03-03,Développement logiciel,PO-34482-Jx,2024,PAID,2025-03-09,FAC-2024-84455
5510,2023-11-23,1,PRIVE,865.2,173.04,1038.24,0.0,0.0,1038.24,865.2,1,2023-11-25,2023-11-24,2023-12-26,Développement logiciel,PO-80186-Ko,2023,PAID,2023-12-21,FAC-2023-58389
5517,2025-04-16,59,PUBLIC,5151.2,1030.24,6181.44,257.56,772.68,5151.2,321.95,16,2025-04-16,2025-04-17,2025-07-13,Formation technique,PO-80729-Sf,2025,PAID,2025-07-10,FAC-2025-13019
5518,2024-03-07,60,PUBLIC,15523.6,3104.72,18628.32,776.18,2328.54,15523.6,1552.36,10,2024-03-09,2024-03-08,2024-05-21,Formation technique,PO-48876-QD,2024,PAID,2024-05-11,FAC-2024-32802
5520,2024-02-02,24,PUBLIC,14137.76,2827.55,16965.31,706.89,2120.66,14137.76,1087.52,13,2024-02-03,2024-02-04,2024-03-26,Licence logicielle,PO-97300-eJ,2024,PAID,2024-03-14,FAC-2024-18666
5521,2025-07-03,25,PUBLIC,18158.24,3631.65,21789.89,907.91,2723.74,18158.24,1134.89,16,2025-07-05,2025-07-07,2025-09-11,Hébergement cloud,PO-03368-pR,2025,PAID,2025-09-10,FAC-2025-62606
5525,2024-10-29,95,PUBLIC,15680.7,3136.14,18816.84,784.04,2352.11,15680.69,871.15,18,2024-10-29,2024-10-31,2024-12-19,Hébergement cloud,PO-50378-KN,2024,PAID,2024-12-15,FAC-2024-86584
5527,2024-03-21,75,PRIVE,2467.95,493.59,2961.54,0.0,0.0,2961.54,164.53,15,2024-03-22,,2024-06-18,Maintenance SaaS,PO-91988-FK,2024,PAID,2024-06-18,FAC-2024-73695
5528,2023-09-03,17,PRIVE,9097.72,1819.54,10917.26,0.0,0.0,10917.26,535.16,17,2023-09-03,2023-09-05,2023-10-22,Licence logicielle,PO-54271-eq,2023,PAID,2023-10-18,FAC-2023-08832
5529,2023-08-11,48,PRIVE,24628.18,4925.64,29553.82,0.0,0.0,29553.82,1296.22,19,2023-08-11,2023-08-16,2023-09-25,Formation technique,PO-04666-NM,2023,PAID,2023-09-22,FAC-2023-96840
5530,2025-04-04,49,PRIVE,11555.11,2311.02,13866.13,0.0,0.0,13866.13,1650.73,7,2025-04-04,2025-04-05,2025-05-24,Maintenance SaaS,PO-95603-vp,2025,PAID,2025-06-05,FAC-2025-54815
5532,2024-06-28,21,PUBLIC,26071.65,5214.33,31285.98,1303.58,3910.75,26071.65,1738.11,15,2024-06-28,2024-07-03,2024-09-18,Licence logicielle,PO-76202-hw,2024,PAID,2024-09-11,FAC-2024-81395
5533,2025-02-11,79,PUBLIC,11726.33,2345.27,14071.6,586.32,1758.95,11726.33,1066.03,11,2025-02-13,2025-02-14,2025-04-30,Formation technique,PO-21927-qP,2025,PAID,2025-05-10,FAC-2025-17450
5537,2023-09-23,67,PRIVE,12467.04,2493.41,14960.45,0.0,0.0,14960.45,656.16,19,2023-09-24,2023-09-26,2023-11-09,Développement logiciel,PO-05160-MA,2023,PAID,2023-10-25,FAC-2023-95035
5538,2024-01-15,24,PUBLIC,12956.79,2591.36,15548.15,647.84,1943.52,12956.79,1177.89,11,2024-01-15,2024-01-20,2024-04-14,Maintenance SaaS,PO-69054-Ts,2024,PAID,2024-04-17,FAC-2024-06488
5542,2025-02-25,95,PUBLIC,2990.1,598.02,3588.12,149.5,448.51,2990.11,199.34,15,2025-02-26,,2025-05-13,Licence logicielle,PO-20379-YF,2025,PAID,2025-04-28,FAC-2025-34002
5545,2023-08-03,71,PRIVE,6812.1,1362.42,8174.52,0.0,0.0,8174.52,454.14,15,2023-08-03,2023-08-05,2023-10-30,Formation technique,PO-79629-uD,2023,PAID,2023-10-19,FAC-2023-11065
5549,2024-11-15,61,PRIVE,3383.73,676.75,4060.48,0.0,0.0,4060.48,375.97,9,2024-11-15,2024-11-17,2025-02-04,Consulting IT,PO-20104-Az,2024,PAID,2025-02-13,FAC-2024-83458
5550,2023-11-03,44,PUBLIC,4375.62,875.12,5250.74,218.78,656.34,4375.62,486.18,9,2023-11-04,,2023-12-07,Maintenance SaaS,PO-28700-oR,2023,PAID,2023-12-01,FAC-2023-62871
5554,2024-07-07,52,PUBLIC,11212.9,2242.58,13455.48,560.64,1681.93,11212.91,1121.29,10,2024-07-08,2024-07-12,2024-08-25,Développement logiciel,PO-37328-Qp,2024,PAID,2024-08-22,FAC-2024-86661
5555,2023-10-05,38,PRIVE,12248.6,2449.72,14698.32,0.0,0.0,14698.32,612.43,20,2023-10-05,2023-10-08,2023-11-29,Développement logiciel,PO-76820-Eh,2023,PAID,2023-12-01,FAC-2023-23277
5559,2024-05-20,71,PRIVE,20010.88,4002.18,24013.06,0.0,0.0,24013.06,1250.68,16,2024-05-22,,2024-06-19,Licence logicielle,PO-34105-gr,2024,PAID,2024-07-03,FAC-2024-35998
5560,2024-06-25,71,PRIVE,21271.9,4254.38,25526.28,0.0,0.0,25526.28,1636.3,13,2024-06-27,,2024-08-10,Maintenance SaaS,PO-73057-rZ,2024,PAID,2024-08-25,FAC-2024-40099
5567,2023-12-16,78,PUBLIC,1017.97,203.59,1221.56,50.9,152.7,1017.96,1017.97,1,2023-12-18,2023-12-19,2024-01-22,Formation technique,PO-10918-cb,2023,PAID,2024-01-20,FAC-2023-00772
5568,2023-11-30,5,PRIVE,25975.26,5195.05,31170.31,0.0,0.0,31170.31,1443.07,18,2023-12-02,,2024-01-10,Licence logicielle,PO-09513-Kz,2023,PAID,2023-12-31,FAC-2023-59347
5571,2024-12-03,29,PUBLIC,1396.68,279.34,1676.02,69.83,209.5,1396.69,1396.68,1,2024-12-05,2024-12-07,2025-01-16,Développement logiciel,PO-03655-ZQ,2024,PAID,2025-01-17,FAC-2024-94706
5579,2023-11-14,48,PRIVE,22850.49,4570.1,27420.59,0.0,0.0,27420.59,1757.73,13,2023-11-15,2023-11-16,2023-12-24,Hébergement cloud,PO-92666-ks,2023,PAID,2023-12-18,FAC-2023-88584
5580,2024-09-01,62,PRIVE,25478.57,5095.71,30574.28,0.0,0.0,30574.28,1959.89,13,2024-09-02,2024-09-02,2024-11-21,Licence logicielle,PO-17336-jp,2024,PAID,2024-11-09,FAC-2024-84148
5582,2024-03-26,88,PRIVE,32914.89,6582.98,39497.87,0.0,0.0,39497.87,1936.17,17,2024-03-27,,2024-05-28,Maintenance SaaS,PO-91102-jl,2024,PAID,2024-05-18,FAC-2024-19169
5583,2024-07-14,25,PUBLIC,19642.82,3928.56,23571.38,982.14,2946.42,19642.82,1155.46,17,2024-07-15,2024-07-19,2024-09-11,Formation technique,PO-48659-iH,2024,PAID,2024-09-13,FAC-2024-96782
5587,2025-03-17,44,PUBLIC,5274.9,1054.98,6329.88,263.75,791.24,5274.89,879.15,6,2025-03-19,2025-03-19,2025-05-13,Licence logicielle,PO-70054-vT,2025,PAID,2025-05-03,FAC-2025-65223
5589,2025-06-08,96,PRIVE,16646.25,3329.25,19975.5,0.0,0.0,19975.5,1109.75,15,2025-06-09,2025-06-09,2025-07-26,Hébergement cloud,PO-79461-tM,2025,PAID,2025-07-19,FAC-2025-26936
5590,2023-09-17,90,PRIVE,1253.25,250.65,1503.9,0.0,0.0,1503.9,83.55,15,2023-09-18,2023-09-18,2023-11-05,Formation technique,PO-53474-Em,2023,PAID,2023-11-10,FAC-2023-25084
5592,2025-01-06,71,PRIVE,12573.0,2514.6,15087.6,0.0,0.0,15087.6,838.2,15,2025-01-06,,2025-03-23,Maintenance SaaS,PO-31149-SU,2025,PAID,2025-03-30,FAC-2025-54809
5593,2023-12-21,37,PRIVE,4127.4,825.48,4952.88,0.0,0.0,4952.88,206.37,20,2023-12-23,2023-12-24,2024-03-01,Maintenance SaaS,PO-57655-tY,2023,PAID,2024-03-08,FAC-2023-86972
5594,2025-06-03,15,PUBLIC,4410.4,882.08,5292.48,220.52,661.56,4410.4,275.65,16,2025-06-03,,2025-08-10,Hébergement cloud,PO-29289-GC,2025,PAID,2025-08-13,FAC-2025-10158
5595,2024-04-22,69,PRIVE,28739.6,5747.92,34487.52,0.0,0.0,34487.52,1436.98,20,2024-04-23,,2024-07-11,Formation technique,PO-89014-Ix,2024,PAID,2024-07-12,FAC-2024-21825
5597,2024-10-20,3,PRIVE,4566.24,913.25,5479.49,0.0,0.0,5479.49,1522.08,3,2024-10-20,2024-10-21,2025-01-09,Consulting IT,PO-00534-wc,2024,PAID,2025-01-08,FAC-2024-87683
5599,2023-12-31,1,PRIVE,14393.43,2878.69,17272.12,0.0,0.0,17272.12,1599.27,9,2023-12-31,2024-01-04,2024-02-21,Formation technique,PO-35374-oV,2023,PAID,2024-02-22,FAC-2023-85241
5600,2025-06-15,93,PRIVE,4494.6,898.92,5393.52,0.0,0.0,5393.52,249.7,18,2025-06-16,2025-06-19,2025-07-27,Développement logiciel,PO-39938-GY,2025,PAID,2025-07-15,FAC-2025-05702
5601,2025-03-03,40,PRIVE,8829.63,1765.93,10595.56,0.0,0.0,10595.56,519.39,17,2025-03-04,2025-03-05,2025-04-24,Licence logicielle,PO-72242-kC,2025,PAID,2025-04-11,FAC-2025-73099
5602,2025-06-24,44,PUBLIC,10451.76,2090.35,12542.11,522.59,1567.76,10451.76,950.16,11,2025-06-26,2025-06-29,2025-09-12,Formation technique,PO-52301-Em,2025,PAID,2025-09-09,FAC-2025-39809
5604,2024-02-24,24,PUBLIC,8877.57,1775.51,10653.08,443.88,1331.64,8877.56,682.89,13,2024-02-26,2024-02-26,2024-05-08,Maintenance SaaS,PO-32634-mA,2024,PAID,2024-04-26,FAC-2024-50077
5608,2024-05-11,52,PUBLIC,448.32,89.66,537.98,22.42,67.25,448.31,224.16,2,2024-05-12,2024-05-12,2024-06-24,Consulting IT,PO-50972-mx,2024,PAID,2024-06-22,FAC-2024-03762
5610,2024-04-05,99,PUBLIC,15207.84,3041.57,18249.41,760.39,2281.18,15207.84,1689.76,9,2024-04-06,,2024-05-10,Consulting IT,PO-79356-AU,2024,PAID,2024-05-04,FAC-2024-41165
5611,2024-06-14,85,PRIVE,28197.0,5639.4,33836.4,0.0,0.0,33836.4,1409.85,20,2024-06-16,2024-06-18,2024-08-26,Hébergement cloud,PO-63776-SX,2024,PAID,2024-09-08,FAC-2024-50989
5612,2024-04-10,5,PRIVE,23250.3,4650.06,27900.36,0.0,0.0,27900.36,1550.02,15,2024-04-12,2024-04-11,2024-06-20,Hébergement cloud,PO-90065-Kp,2024,PAID,2024-06-15,FAC-2024-65649
5613,2025-06-06,83,PRIVE,3813.55,762.71,4576.26,0.0,0.0,4576.26,293.35,13,2025-06-07,2025-06-08,2025-07-11,Licence logicielle,PO-82477-Qz,2025,PAID,2025-07-05,FAC-2025-64443
5614,2025-04-26,24,PUBLIC,35011.08,7002.22,42013.3,1750.55,5251.66,35011.09,1945.06,18,2025-04-27,2025-04-28,2025-07-05,Licence logicielle,PO-67656-RU,2025,PAID,2025-06-22,FAC-2025-47114
5617,2023-10-28,74,PUBLIC,927.95,185.59,1113.54,46.4,139.19,927.95,927.95,1,2023-10-30,2023-10-31,2023-12-23,Hébergement cloud,PO-44898-Dy,2023,PAID,2023-12-23,FAC-2023-34221
5618,2024-08-04,71,PRIVE,7383.06,1476.61,8859.67,0.0,0.0,8859.67,820.34,9,2024-08-05,,2024-09-16,Développement logiciel,PO-51295-fX,2024,PAID,2024-09-01,FAC-2024-75099
5621,2024-04-21,94,PUBLIC,607.77,121.55,729.32,30.39,91.17,607.76,67.53,9,2024-04-21,2024-04-25,2024-07-20,Formation technique,PO-16340-FB,2024,PAID,2024-07-09,FAC-2024-77666
5623,2024-11-06,49,PRIVE,30041.72,6008.34,36050.06,0.0,0.0,36050.06,1767.16,17,2024-11-08,2024-11-10,2025-01-21,Hébergement cloud,PO-92932-Im,2024,PAID,2025-02-01,FAC-2024-95360
5627,2024-08-31,89,PUBLIC,19918.08,3983.62,23901.7,995.9,2987.71,19918.09,1244.88,16,2024-08-31,2024-09-01,2024-10-05,Formation technique,PO-07323-ys,2024,PAID,2024-09-27,FAC-2024-67598
5628,2023-08-11,78,PUBLIC,11366.64,2273.33,13639.97,568.33,1705.0,11366.64,1420.83,8,2023-08-12,,2023-10-04,Hébergement cloud,PO-67928-bu,2023,PAID,2023-10-15,FAC-2023-52576
5635,2024-02-08,49,PRIVE,14000.94,2800.19,16801.13,0.0,0.0,16801.13,777.83,18,2024-02-08,2024-02-09,2024-03-10,Développement logiciel,PO-25031-rc,2024,PAID,2024-03-06,FAC-2024-47912
5636,2024-12-05,53,PUBLIC,1490.5,298.1,1788.6,74.53,223.58,1490.49,298.1,5,2024-12-05,2024-12-10,2025-02-22,Hébergement cloud,PO-42512-RQ,2024,PAID,2025-03-02,FAC-2024-40040
5637,2024-12-28,81,PUBLIC,23982.41,4796.48,28778.89,1199.12,3597.36,23982.41,1410.73,17,2024-12-30,2024-12-30,2025-03-08,Développement logiciel,PO-61396-Xk,2024,PAID,2025-03-06,FAC-2024-97221
5643,2024-06-29,21,PUBLIC,3139.22,627.84,3767.06,156.96,470.88,3139.22,224.23,14,2024-07-01,2024-07-04,2024-08-07,Hébergement cloud,PO-33786-ED,2024,PAID,2024-08-06,FAC-2024-48021
5644,2023-12-22,77,PUBLIC,706.18,141.24,847.42,35.31,105.93,706.18,353.09,2,2023-12-23,,2024-02-21,Formation technique,PO-28094-Au,2023,PAID,2024-02-16,FAC-2023-52134
5647,2023-11-18,70,PUBLIC,5637.9,1127.58,6765.48,281.89,845.68,5637.91,563.79,10,2023-11-19,2023-11-23,2024-02-07,Hébergement cloud,PO-02201-ws,2023,PAID,2024-01-31,FAC-2023-92435
5652,2024-11-11,1,PRIVE,15396.78,3079.36,18476.14,0.0,0.0,18476.14,1099.77,14,2024-11-13,2024-11-14,2025-01-26,Développement logiciel,PO-88040-tW,2024,PAID,2025-01-11,FAC-2024-42676
5656,2025-07-10,4,PRIVE,9908.58,1981.72,11890.3,0.0,0.0,11890.3,1651.43,6,2025-07-10,2025-07-15,2025-09-30,Développement logiciel,PO-28437-Lb,2025,PAID,2025-09-25,FAC-2025-76770
5658,2024-02-11,22,PUBLIC,23308.38,4661.68,27970.06,1165.42,3496.26,23308.38,1294.91,18,2024-02-13,2024-02-16,2024-04-14,Licence logicielle,PO-75853-hL,2024,PAID,2024-04-19,FAC-2024-11968
5663,2024-01-12,94,PUBLIC,11813.1,2362.62,14175.72,590.66,1771.97,11813.09,908.7,13,2024-01-13,2024-01-16,2024-02-11,Formation technique,PO-07570-Kp,2024,PAID,2024-02-26,FAC-2024-59404
5667,2024-11-04,83,PRIVE,5156.1,1031.22,6187.32,0.0,0.0,6187.32,572.9,9,2024-11-06,2024-11-07,2024-12-25,Consulting IT,PO-09306-Pl,2024,PAID,2024-12-28,FAC-2024-07536
5676,2025-05-20,72,PUBLIC,2670.38,534.08,3204.46,133.52,400.56,2670.38,1335.19,2,2025-05-20,,2025-07-04,Formation technique,PO-38783-JA,2025,PAID,2025-06-22,FAC-2025-80721
5677,2024-08-09,20,PRIVE,21110.76,4222.15,25332.91,0.0,0.0,25332.91,1759.23,12,2024-08-10,,2024-10-05,Maintenance SaaS,PO-41733-rc,2024,PAID,2024-10-10,FAC-2024-73526
5679,2024-11-01,53,PUBLIC,5633.04,1126.61,6759.65,281.65,844.96,5633.04,704.13,8,2024-11-01,2024-11-04,2024-12-14,Consulting IT,PO-90026-mM,2024,PAID,2024-12-02,FAC-2024-22139
5682,2025-06-30,14,PRIVE,16731.04,3346.21,20077.25,0.0,0.0,20077.25,1045.69,16,2025-07-01,2025-07-05,2025-09-06,Maintenance SaaS,PO-62583-dW,2025,PAID,2025-09-20,FAC-2025-97915
5684,2024-04-22,48,PRIVE,24331.36,4866.27,29197.63,0.0,0.0,29197.63,1520.71,16,2024-04-23,2024-04-25,2024-07-21,Hébergement cloud,PO-25472-zZ,2024,PAID,2024-08-03,FAC-2024-87278
5686,2023-09-11,35,PUBLIC,12888.72,2577.74,15466.46,644.44,1933.31,12888.71,1074.06,12,2023-09-12,2023-09-15,2023-10-20,Formation technique,PO-42548-oE,2023,PAID,2023-10-20,FAC-2023-19363
5695,2024-02-11,98,PUBLIC,6819.64,1363.93,8183.57,340.98,1022.95,6819.64,1704.91,4,2024-02-12,2024-02-16,2024-05-07,Formation technique,PO-25454-De,2024,PAID,2024-05-11,FAC-2024-66501
5696,2024-04-01,57,PUBLIC,12767.84,2553.57,15321.41,638.39,1915.18,12767.84,1595.98,8,2024-04-02,,2024-05-05,Consulting IT,PO-66236-TP,2024,PAID,2024-05-10,FAC-2024-76221
5697,2024-09-03,82,PUBLIC,4624.22,924.84,5549.06,231.21,693.63,4624.22,243.38,19,2024-09-05,2024-09-04,2024-10-10,Maintenance SaaS,PO-10075-NB,2024,PAID,2024-09-26,FAC-2024-42618
5698,2024-02-09,52,PUBLIC,26061.15,5212.23,31273.38,1303.06,3909.17,26061.15,1737.41,15,2024-02-11,,2024-04-25,Consulting IT,PO-17842-IR,2024,PAID,2024-04-26,FAC-2024-17423
5699,2024-03-05,49,PRIVE,22568.01,4513.6,27081.61,0.0,0.0,27081.61,1327.53,17,2024-03-07,2024-03-06,2024-05-24,Formation technique,PO-53691-OL,2024,PAID,2024-06-03,FAC-2024-21459
5700,2024-09-19,97,PRIVE,1434.36,286.87,1721.23,0.0,0.0,1721.23,119.53,12,2024-09-21,2024-09-23,2024-11-21,Licence logicielle,PO-40508-LL,2024,PAID,2024-11-09,FAC-2024-86319
5701,2024-04-10,20,PRIVE,7688.6,1537.72,9226.32,0.0,0.0,9226.32,384.43,20,2024-04-12,2024-04-15,2024-05-22,Maintenance SaaS,PO-73799-Ie,2024,PAID,2024-05-30,FAC-2024-90939
5704,2023-09-18,35,PUBLIC,2690.21,538.04,3228.25,134.51,403.53,2690.21,141.59,19,2023-09-19,,2023-11-19,Développement logiciel,PO-99746-gG,2023,PAID,2023-11-10,FAC-2023-18117
5705,2024-05-22,76,PUBLIC,8005.32,1601.06,9606.38,400.27,1200.8,8005.31,444.74,18,2024-05-23,,2024-07-19,Formation technique,PO-52143-ZA,2024,PAID,2024-07-19,FAC-2024-24009
5708,2025-01-02,97,PRIVE,2128.75,425.75,2554.5,0.0,0.0,2554.5,425.75,5,2025-01-03,2025-01-05,2025-02-15,Consulting IT,PO-45525-Gb,2025,PAID,2025-02-23,FAC-2025-18077
