invoice_id,invoice_number,client_name,client_id,issue_date,due_date,payment_date,amount_ht,vat_rate,vat_amount,amount_ttc,currency,status,type,category,payment_method,notes,created_at,updated_at
282,INV-2025-1281,Lenoir,108,2023-08-31,2023-09-20,2023-09-18,9940.18,5.5,546.71,10486.89,GBP,paid,recurring,Software,direct_debit,,2024-03-04,2024-08-20
283,INV-2025-1282,Salmon,273,2024-05-18,2024-06-15,,8073.86,10.0,807.39,8881.25,GBP,overdue,credit_note,Training,,Douter voisin poids caresser vieux fond résultat.,2024-04-12,2025-02-24
284,INV-2025-1283,Philippe Marion S.A.S.,70,2025-07-21,2025-08-23,2025-07-22,2746.7,0.0,0.0,2746.7,CHF,paid,invoice,Maintenance,credit_card,Lèvre après chaleur escalier inutile immense.,2024-11-05,2025-07-05
285,INV-2025-1284,Raymond,390,2024-08-26,2024-09-18,2024-09-08,7142.81,5.5,392.85,7535.66,CHF,paid,recurring,Software,direct_debit,,2024-03-27,2024-09-24
286,INV-2025-1285,Allain,207,2024-05-23,2024-07-17,2024-07-21,4574.72,0.0,0.0,4574.72,GBP,paid_late,proforma,Support,check,,2024-04-10,2025-02-05
287,INV-2025-1286,Neveu,375,2025-04-26,2025-05-11,,8486.96,0.0,0.0,8486.96,CHF,overdue,proforma,Consulting,,Eh rose fait pleurer violent nerveux retirer.,2025-02-06,2025-06-26
288,INV-2025-1287,Godard S.A.R.L.,254,2025-01-07,2025-02-16,2025-03-09,4353.47,5.5,239.44,4592.91,GBP,paid_late,proforma,Maintenance,paypal,,2024-02-15,2025-04-03
289,INV-2025-1288,Guillon S.A.R.L.,458,2025-03-22,2025-04-14,2025-04-13,4904.85,10.0,490.49,5395.34,EUR,paid,invoice,Consulting,check,,2023-12-03,2025-02-11
290,INV-2025-1289,Bazin Berger SA,104,2024-11-22,2024-12-17,2024-12-28,106.69,20.0,21.34,128.03,USD,paid_late,proforma,Software,paypal,,2024-10-10,2025-04-21
291,INV-2025-1290,Besnard SARL,27,2023-10-16,2023-11-23,2023-11-03,3781.25,5.5,207.97,3989.22,CHF,paid,proforma,Hardware,check,,2024-06-13,2024-09-20
292,INV-2025-1291,Bouchet Charrier S.A.S.,68,2024-06-07,2024-08-06,2024-08-13,2212.87,0.0,0.0,2212.87,USD,paid_late,recurring,IT_Services,bank_transfer,,2025-07-07,2025-01-22
293,INV-2025-1292,Munoz S.A.,245,2025-05-30,2025-06-21,,4280.91,5.5,235.45,4516.36,EUR,overdue,credit_note,Hosting,,,2024-08-29,2024-10-11
294,INV-2025-1293,Laine,71,2024-09-30,2024-10-21,2024-10-31,3738.86,10.0,373.89,4112.75,CHF,paid_late,credit_note,Software,bank_transfer,,2024-05-11,2024-11-22
295,INV-2025-1294,Morvan,370,2023-12-04,2023-12-19,2023-12-26,1724.75,10.0,172.47,1897.22,USD,paid_late,credit_note,Hosting,direct_debit,,2024-04-24,2025-04-11
296,INV-2025-1295,Olivier,302,2025-03-13,2025-04-10,2025-04-07,1094.6,0.0,0.0,1094.6,CHF,paid,proforma,Hosting,paypal,Doute égal trembler visite rejoindre.,2025-01-21,2024-10-11
297,INV-2025-1296,Voisin,399,2025-01-09,2025-02-08,2025-02-25,934.06,10.0,93.41,1027.47,EUR,paid_late,proforma,Hardware,direct_debit,,2024-04-19,2025-02-25
298,INV-2025-1297,Hervé,402,2025-07-17,2025-08-13,2025-07-22,3025.87,0.0,0.0,3025.87,USD,paid,recurring,Hosting,bank_transfer,,2023-10-26,2025-03-02
299,INV-2025-1298,Delaunay,185,2024-12-29,2025-02-22,2025-02-19,5330.04,0.0,0.0,5330.04,GBP,paid,credit_note,Hosting,direct_debit,,2025-04-19,2024-12-04
300,INV-2025-1299,Charpentier Dupont SARL,9,2025-03-14,2025-05-02,2025-05-31,7650.99,0.0,0.0,7650.99,EUR,paid_late,invoice,Maintenance,credit_card,,2025-01-28,2024-08-22
301,INV-2025-1300,Bègue,322,2024-04-17,2024-05-05,,4039.95,10.0,404.0,4443.95,CHF,overdue,recurring,Hosting,,,2024-02-08,2025-05-09
302,INV-2025-1301,Tanguy Dupuy S.A.S.,159,2024-07-29,2024-09-16,2024-08-18,1611.54,0.0,0.0,1611.54,EUR,paid,credit_note,Software,direct_debit,,2025-01-14,2024-11-05
303,INV-2025-1302,Berger Girard et Fils,159,2023-11-06,2023-12-28,2023-11-16,8361.81,0.0,0.0,8361.81,CHF,paid,credit_note,IT_Services,credit_card,,2025-06-26,2025-02-14
304,INV-2025-1303,Roux Roussel S.A.R.L.,159,2024-01-14,2024-02-25,2024-03-15,6161.74,0.0,0.0,6161.74,USD,paid_late,invoice,IT_Services,credit_card,Principe bois rejeter accent mer tourner.,2024-06-04,2025-04-02
305,INV-2025-1304,Gilles,86,2025-07-18,2025-08-12,2025-07-20,3532.38,10.0,353.24,3885.62,GBP,paid,credit_note,Maintenance,bank_transfer,Rapporter dur drôle attacher regarder.,2024-12-11,2025-03-03
306,INV-2025-1305,Roger S.A.R.L.,135,2024-01-19,2024-02-04,2024-02-13,4350.31,0.0,0.0,4350.31,EUR,paid_late,recurring,Support,direct_debit,,2025-06-08,2025-06-13
307,INV-2025-1306,Chauvin S.A.R.L.,131,2023-12-06,2024-01-21,,1752.13,5.5,96.37,1848.5,EUR,overdue,invoice,Hardware,,Traiter venir ton sortir.,2023-07-31,2024-11-16
308,INV-2025-1307,Daniel SARL,24,2024-10-06,2024-10-21,2024-11-04,8642.99,5.5,475.36,9118.35,CHF,paid_late,proforma,Hosting,credit_card,,2024-07-10,2025-03-29
309,INV-2025-1308,Lucas,115,2024-09-16,2024-10-03,2024-10-11,9148.08,20.0,1829.62,10977.7,GBP,paid_late,credit_note,Hosting,paypal,,2025-05-15,2025-02-04
310,INV-2025-1309,Marie Rémy S.A.,92,2024-07-20,2024-08-08,2024-08-15,1282.07,0.0,0.0,1282.07,USD,paid_late,invoice,Hosting,bank_transfer,Peau prison adresser essayer écraser pleurer convenir.,2024-11-09,2025-06-20
311,INV-2025-1310,Buisson,284,2024-11-30,2025-01-02,2025-01-08,3175.91,0.0,0.0,3175.91,CHF,paid_late,invoice,Training,credit_card,,2024-04-03,2024-08-25
312,INV-2025-1311,Joly Martel SARL,303,2024-05-29,2024-07-02,2024-06-07,2501.58,10.0,250.16,2751.74,CHF,paid,credit_note,Development,credit_card,,2025-07-19,2024-10-27
313,INV-2025-1312,Huet,487,2023-07-28,2023-09-07,2023-08-22,5461.3,0.0,0.0,5461.3,GBP,paid,invoice,Hosting,paypal,,2024-07-04,2025-05-11
314,INV-2025-1313,Hernandez,498,2024-02-15,2024-04-03,,4256.18,0.0,0.0,4256.18,USD,overdue,proforma,Consulting,,,2024-10-18,2025-04-29
315,INV-2025-1314,Bertin et Fils,235,2024-10-09,2024-11-07,,5245.62,10.0,524.56,5770.18,EUR,overdue,invoice,Development,,,2024-04-28,2025-04-18
316,INV-2025-1315,Turpin SARL,340,2024-01-22,2024-03-02,2024-01-28,5721.43,20.0,1144.29,6865.72,USD,paid,credit_note,Maintenance,paypal,François lien supérieur prendre.,2024-03-21,2025-04-17
317,INV-2025-1316,Tessier,232,2023-10-22,2023-12-01,2023-12-23,7379.99,10.0,738.0,8117.99,GBP,paid_late,credit_note,Consulting,credit_card,,2024-11-12,2024-10-16
318,INV-2025-1317,Brunet,239,2024-01-09,2024-03-01,2024-01-21,1146.01,20.0,229.2,1375.21,GBP,paid,recurring,Consulting,direct_debit,,2024-07-11,2025-05-09
319,INV-2025-1318,Boutin,47,2024-11-04,2024-12-02,2024-12-10,4687.13,0.0,0.0,4687.13,USD,paid_late,proforma,Design,bank_transfer,,2024-09-22,2025-07-12
320,INV-2025-1319,Ledoux Hoarau et Fils,203,2024-07-22,2024-08-26,2024-09-12,7140.46,10.0,714.05,7854.51,EUR,paid_late,proforma,Maintenance,credit_card,,2025-03-01,2025-03-11
321,INV-2025-1320,Laine S.A.R.L.,49,2025-05-31,2025-07-10,,5603.94,5.5,308.22,5912.16,CHF,overdue,invoice,Software,,,2024-09-06,2025-04-22
322,INV-2025-1321,Thibault SA,102,2024-04-29,2024-05-17,,9827.42,5.5,540.51,10367.93,CHF,overdue,proforma,Consulting,,,2023-09-09,2025-06-10
323,INV-2025-1322,Baudry Regnier S.A.,102,2024-09-20,2024-10-21,,842.37,0.0,0.0,842.37,CHF,overdue,credit_note,Consulting,,Environ machine campagne course.,2024-10-18,2025-01-29
324,INV-2025-1323,Lefèvre,87,2023-10-01,2023-11-06,2023-11-19,9428.58,0.0,0.0,9428.58,CHF,paid_late,recurring,Support,bank_transfer,,2024-07-10,2024-09-12
325,INV-2025-1324,Thibault,141,2024-08-24,2024-10-05,2024-10-03,2225.69,5.5,122.41,2348.1,GBP,paid,recurring,Software,bank_transfer,,2023-09-06,2025-02-25
326,INV-2025-1325,Ramos,452,2024-07-16,2024-09-08,2024-09-19,3021.54,20.0,604.31,3625.85,CHF,paid_late,invoice,Consulting,paypal,,2023-08-09,2024-12-23
327,INV-2025-1326,Delorme Legrand SA,323,2024-02-05,2024-03-17,2024-02-05,8858.06,5.5,487.19,9345.25,EUR,paid,recurring,Training,check,,2024-06-17,2024-12-04
328,INV-2025-1327,Muller S.A.R.L.,199,2025-01-17,2025-03-04,2025-01-23,5699.95,10.0,570.0,6269.95,GBP,paid,credit_note,IT_Services,paypal,,2023-08-17,2024-11-11
329,INV-2025-1328,Lecoq Dufour et Fils,415,2024-06-04,2024-06-20,,7807.53,0.0,0.0,7807.53,CHF,overdue,proforma,Design,,Femme suffire horizon terre fermer avis.,2024-12-19,2025-06-27
330,INV-2025-1329,Lemaire,274,2024-09-13,2024-10-08,2024-09-25,6602.96,10.0,660.3,7263.26,EUR,paid,credit_note,Design,check,,2023-12-09,2025-02-16
331,INV-2025-1330,Petitjean Hubert SA,468,2024-05-23,2024-06-18,2024-07-13,5965.94,10.0,596.59,6562.53,EUR,paid_late,proforma,Design,direct_debit,,2025-03-02,2024-08-01
332,INV-2025-1331,Maillet,278,2024-03-10,2024-04-06,,8122.97,20.0,1624.59,9747.56,GBP,overdue,credit_note,Support,,,2025-02-01,2025-02-19
333,INV-2025-1332,Rolland,1,2024-06-16,2024-07-04,2024-07-11,2266.21,20.0,453.24,2719.45,GBP,paid_late,credit_note,Software,paypal,Imposer choix consulter sonner réfléchir.,2023-08-18,2025-06-02
334,INV-2025-1333,Guillot S.A.,397,2024-12-16,2025-01-20,2025-01-25,1562.35,5.5,85.93,1648.28,EUR,paid_late,proforma,Consulting,paypal,Bon anglais nu prendre.,2023-08-30,2024-10-26
335,INV-2025-1334,Navarro,166,2025-02-17,2025-04-15,2025-02-21,1100.22,10.0,110.02,1210.24,USD,paid,credit_note,Hosting,check,,2024-01-21,2025-02-17
336,INV-2025-1335,Gaudin Charpentier S.A.,115,2024-01-07,2024-02-02,2024-01-12,5663.58,10.0,566.36,6229.94,USD,paid,recurring,Maintenance,paypal,,2025-04-17,2025-07-14
337,INV-2025-1336,Verdier,436,2025-02-10,2025-02-25,,9492.11,20.0,1898.42,11390.53,EUR,overdue,credit_note,Design,,,2024-10-30,2025-05-19
338,INV-2025-1337,Gomez,73,2024-12-26,2025-02-18,2025-03-15,5698.95,20.0,1139.79,6838.74,GBP,paid_late,invoice,Hardware,paypal,Sortir voie magnifique garçon dos.,2024-09-28,2025-03-09
339,INV-2025-1338,Toussaint Potier S.A.R.L.,229,2025-06-05,2025-06-30,2025-07-10,9634.49,10.0,963.45,10597.94,EUR,paid_late,proforma,Hardware,credit_card,,2024-09-27,2025-01-31
340,INV-2025-1339,Hardy,25,2023-08-28,2023-10-04,2023-09-30,1169.54,0.0,0.0,1169.54,CHF,paid,recurring,Hosting,credit_card,Poussière froid eh connaissance marquer déposer.,2024-01-15,2024-11-17
341,INV-2025-1340,Barthelemy Boyer S.A.S.,52,2025-05-19,2025-07-04,,3577.19,20.0,715.44,4292.63,CHF,overdue,credit_note,Software,,,2024-06-08,2024-12-31
342,INV-2025-1341,Chevallier Berger SARL,38,2024-09-27,2024-10-14,2024-10-22,3255.3,0.0,0.0,3255.3,GBP,paid_late,credit_note,Hosting,credit_card,Épaule avenir hôtel fatiguer mari.,2025-04-28,2024-10-05
343,INV-2025-1342,Hoareau,305,2023-09-01,2023-10-21,,9782.61,10.0,978.26,10760.87,CHF,overdue,invoice,Hosting,,Obtenir son consulter recommencer profondément mine jeter solitude.,2024-04-07,2024-11-17
344,INV-2025-1343,Aubert Traore SA,52,2025-06-28,2025-07-23,2025-06-28,4398.58,0.0,0.0,4398.58,GBP,paid,credit_note,Hardware,check,,2025-02-23,2025-05-12
345,INV-2025-1344,Chauvin Dupuis S.A.S.,50,2024-07-28,2024-09-15,2024-08-20,2887.08,5.5,158.79,3045.87,EUR,paid,recurring,Design,direct_debit,Remettre fier marche expérience dimanche lorsque.,2024-08-13,2025-01-20
346,INV-2025-1345,Martins,151,2023-10-07,2023-10-31,2023-11-21,137.77,0.0,0.0,137.77,CHF,paid_late,credit_note,Consulting,bank_transfer,,2024-05-06,2024-11-21
347,INV-2025-1346,Traore Rodrigues SA,158,2024-06-08,2024-08-02,2024-06-12,911.17,0.0,0.0,911.17,CHF,paid,recurring,Support,paypal,,2024-02-11,2025-02-23
348,INV-2025-1347,Collet,190,2025-07-18,2025-09-05,2025-07-21,3773.1,20.0,754.62,4527.72,USD,paid,recurring,IT_Services,paypal,,2023-11-19,2024-10-07
349,INV-2025-1348,Colas,78,2024-04-04,2024-05-05,2024-04-26,2758.76,0.0,0.0,2758.76,EUR,paid,invoice,Training,direct_debit,,2025-05-01,2024-10-26
350,INV-2025-1349,Boucher,420,2024-08-13,2024-10-04,2024-10-05,703.74,20.0,140.75,844.49,CHF,paid_late,recurring,Design,credit_card,,2025-03-07,2025-06-07
351,INV-2025-1350,Roy,258,2024-08-05,2024-08-25,2024-09-21,8554.0,0.0,0.0,8554.0,USD,paid_late,invoice,Support,credit_card,Comme prochain juge terre médecin passion.,2023-09-07,2025-02-11
352,INV-2025-1351,Laroche SA,22,2023-08-18,2023-09-12,,8103.76,5.5,445.71,8549.47,CHF,overdue,invoice,Hosting,,,2025-03-08,2024-07-25
353,INV-2025-1352,Mercier Neveu S.A.,467,2024-06-07,2024-08-01,2024-06-20,5990.97,10.0,599.1,6590.07,EUR,paid,invoice,Hosting,direct_debit,,2023-07-31,2024-10-16
354,INV-2025-1353,Besson,403,2024-08-18,2024-09-22,,5244.91,0.0,0.0,5244.91,CHF,overdue,invoice,Hosting,,,2023-09-08,2025-03-20
355,INV-2025-1354,Delmas,474,2024-11-29,2025-01-19,2025-02-01,7607.94,0.0,0.0,7607.94,EUR,paid_late,invoice,Maintenance,direct_debit,Affirmer marchand fumer âgé professeur mari dur.,2024-08-17,2025-06-04
356,INV-2025-1355,Colin,20,2025-01-15,2025-02-25,2025-03-21,6582.4,20.0,1316.48,7898.88,USD,paid_late,proforma,Hosting,credit_card,,2023-10-15,2025-07-14
357,INV-2025-1356,Guillot Olivier S.A.S.,354,2023-10-05,2023-12-02,2023-11-24,483.95,10.0,48.4,532.35,USD,paid,invoice,Support,paypal,Détail éviter résultat avenir vaste important dernier.,2025-01-15,2024-10-18
358,INV-2025-1357,Guibert et Fils,144,2024-03-11,2024-03-27,2024-04-13,7957.16,10.0,795.72,8752.88,CHF,paid_late,invoice,Hardware,credit_card,,2025-03-04,2024-08-04
359,INV-2025-1358,Hoareau,310,2023-10-03,2023-11-15,2023-11-11,3276.6,20.0,655.32,3931.92,EUR,paid,credit_note,Support,credit_card,Jamais partout premier baisser sentier pauvre éprouver.,2025-05-20,2024-08-29
360,INV-2025-1359,Rolland S.A.,421,2025-06-17,2025-07-28,2025-07-12,7618.98,10.0,761.9,8380.88,EUR,paid,credit_note,Consulting,paypal,Jamais arbre autrement ton surtout moindre anglais.,2025-07-14,2025-06-18
361,INV-2025-1360,Coste Meunier et Fils,89,2024-03-23,2024-05-02,2024-03-24,8527.82,0.0,0.0,8527.82,USD,paid,credit_note,IT_Services,credit_card,,2025-04-21,2024-12-24
362,INV-2025-1361,Ribeiro S.A.,189,2025-07-13,2025-07-31,,7075.88,10.0,707.59,7783.47,CHF,unpaid,recurring,Consulting,,,2024-10-04,2024-10-24
363,INV-2025-1362,Jacob,492,2024-10-05,2024-11-04,2024-11-11,5981.03,5.5,328.96,6309.99,CHF,paid_late,proforma,Training,credit_card,Résoudre poser avec question.,2024-04-17,2024-08-13
364,INV-2025-1363,Sanchez Leblanc S.A.S.,15,2023-10-06,2023-11-06,2023-11-17,6919.62,10.0,691.96,7611.58,CHF,paid_late,invoice,Software,direct_debit,User forêt religion ami donner volonté justice exécuter.,2024-05-10,2025-01-06
365,INV-2025-1364,Clément,138,2023-12-14,2024-01-11,,6509.06,5.5,358.0,6867.06,CHF,overdue,invoice,IT_Services,,,2025-03-14,2025-03-20
366,INV-2025-1365,Perez SARL,115,2024-03-08,2024-03-31,2024-03-31,6051.31,0.0,0.0,6051.31,GBP,paid,proforma,Maintenance,check,Fidèle répondre choisir fleur.,2024-04-29,2024-09-02
367,INV-2025-1366,Hebert,347,2023-10-02,2023-11-08,2023-10-02,2260.27,10.0,226.03,2486.3,CHF,paid,invoice,IT_Services,direct_debit,Recommencer bonheur bataille groupe mille lorsque.,2023-10-12,2024-08-02
368,INV-2025-1367,Godard S.A.S.,153,2023-09-30,2023-11-07,2023-11-03,5978.35,10.0,597.84,6576.19,EUR,paid,recurring,Consulting,paypal,Société action garçon rendre projet ministre.,2024-01-28,2025-03-02
369,INV-2025-1368,Roy,97,2024-08-30,2024-10-24,2024-09-15,2841.16,10.0,284.12,3125.28,USD,paid,credit_note,IT_Services,direct_debit,,2023-11-08,2024-11-04
370,INV-2025-1369,Rodrigues,152,2024-03-12,2024-04-16,2024-04-07,7240.7,20.0,1448.14,8688.84,GBP,paid,recurring,Hosting,check,Combien double eh repas.,2024-04-29,2024-10-28
371,INV-2025-1370,Valentin,176,2024-01-30,2024-03-22,2024-04-08,5763.22,5.5,316.98,6080.2,USD,paid_late,recurring,Training,direct_debit,,2024-11-13,2024-10-07
372,INV-2025-1371,Dufour SARL,151,2024-07-12,2024-08-06,,8777.3,5.5,482.75,9260.05,EUR,overdue,recurring,Software,,Trouver erreur page.,2025-04-08,2025-06-23
373,INV-2025-1372,Perret,336,2024-04-03,2024-05-23,2024-05-15,1912.38,10.0,191.24,2103.62,EUR,paid,credit_note,Training,credit_card,Chaise ensuite trop coup enfermer vérité vêtement éclairer.,2025-01-13,2025-03-26
374,INV-2025-1373,Germain Mallet SARL,134,2024-08-07,2024-09-10,2024-10-01,8879.75,10.0,887.98,9767.73,GBP,paid_late,recurring,Consulting,check,,2025-04-18,2025-05-24
375,INV-2025-1374,Thibault S.A.,242,2024-05-23,2024-07-17,2024-06-27,9448.58,0.0,0.0,9448.58,USD,paid,invoice,Hosting,direct_debit,,2024-10-25,2025-02-20
376,INV-2025-1375,Petitjean S.A.R.L.,176,2023-12-09,2023-12-27,,1592.71,5.5,87.6,1680.31,CHF,overdue,recurring,Software,,,2025-01-24,2024-10-12
377,INV-2025-1376,Jacquot,324,2024-06-27,2024-08-26,2024-09-12,900.03,10.0,90.0,990.03,USD,paid_late,proforma,IT_Services,bank_transfer,,2023-09-15,2025-06-06
378,INV-2025-1377,Joly,251,2025-05-11,2025-06-08,2025-06-19,1769.2,5.5,97.31,1866.51,EUR,paid_late,credit_note,Design,check,,2024-11-26,2024-11-17
379,INV-2025-1378,Auger Briand S.A.R.L.,20,2024-01-26,2024-03-06,2024-02-19,4826.26,0.0,0.0,4826.26,USD,paid,proforma,IT_Services,paypal,Hors nuage ne marcher.,2025-07-10,2025-07-15
380,INV-2025-1379,Alves et Fils,116,2025-05-28,2025-07-15,2025-07-07,6799.81,5.5,373.99,7173.8,GBP,paid,proforma,Software,bank_transfer,,2025-06-18,2025-06-03
381,INV-2025-1380,Nicolas S.A.,153,2024-09-12,2024-11-03,2024-11-08,746.34,0.0,0.0,746.34,GBP,paid_late,recurring,Development,direct_debit,,2024-12-15,2025-04-07
382,INV-2025-1381,Jourdan Raymond SA,462,2024-04-23,2024-06-04,,9955.18,10.0,995.52,10950.7,CHF,overdue,proforma,Hardware,,,2024-10-03,2025-03-30
383,INV-2025-1382,Chrétien,109,2024-12-30,2025-02-08,2025-03-02,2320.78,5.5,127.64,2448.42,EUR,paid_late,credit_note,Consulting,paypal,Verre gros acheter dieu long lutte.,2024-10-16,2025-04-16
384,INV-2025-1383,Besson,305,2024-10-11,2024-10-28,2024-10-21,6439.18,0.0,0.0,6439.18,EUR,paid,invoice,IT_Services,bank_transfer,,2024-05-22,2025-01-19
385,INV-2025-1384,Barre Laurent S.A.R.L.,243,2025-03-13,2025-04-23,2025-05-17,1323.59,10.0,132.36,1455.95,USD,paid_late,credit_note,IT_Services,paypal,,2023-10-13,2024-11-14
386,INV-2025-1385,Chauveau S.A.,215,2024-06-10,2024-07-01,2024-06-18,2772.77,5.5,152.5,2925.27,EUR,paid,invoice,Maintenance,bank_transfer,Endroit île coûter joindre jambe haut.,2025-01-15,2025-01-14
387,INV-2025-1386,Bertrand,426,2024-03-26,2024-05-11,2024-04-01,2077.52,10.0,207.75,2285.27,USD,paid,proforma,Hosting,paypal,,2025-04-13,2025-04-25
388,INV-2025-1387,Jourdan,170,2023-10-20,2023-12-09,2023-10-22,2156.17,20.0,431.23,2587.4,USD,paid,invoice,IT_Services,bank_transfer,Plusieurs colère vivant dernier.,2023-12-06,2025-02-22
389,INV-2025-1388,Pinto,400,2023-11-24,2024-01-14,2023-12-26,1576.53,0.0,0.0,1576.53,EUR,paid,invoice,Maintenance,credit_card,,2024-01-20,2025-05-29
390,INV-2025-1389,Lemoine Riou et Fils,448,2024-06-01,2024-07-04,2024-08-01,595.79,5.5,32.77,628.56,EUR,paid_late,proforma,Training,paypal,,2024-06-23,2024-12-23
391,INV-2025-1390,Allain,5,2023-08-14,2023-09-05,2023-09-02,7606.22,0.0,0.0,7606.22,USD,paid,credit_note,Training,paypal,Flamme près course ramener rire attirer.,2023-10-11,2025-05-29
392,INV-2025-1391,Poulain Germain S.A.,418,2025-05-30,2025-07-23,2025-07-21,7357.37,10.0,735.74,8093.11,GBP,paid,credit_note,Consulting,check,,2024-07-13,2024-09-05
393,INV-2025-1392,Evrard,410,2024-02-11,2024-03-26,2024-04-16,3918.58,20.0,783.72,4702.3,CHF,paid_late,credit_note,Consulting,credit_card,,2024-12-01,2024-11-21
394,INV-2025-1393,Bourdon,214,2024-10-28,2024-11-15,,8459.06,0.0,0.0,8459.06,CHF,overdue,recurring,Software,,,2024-05-23,2025-03-08
395,INV-2025-1394,Albert,248,2023-10-19,2023-11-25,2023-11-21,8639.5,5.5,475.17,9114.67,CHF,paid,invoice,Hosting,check,,2024-11-14,2024-09-28
396,INV-2025-1395,Maillet S.A.,490,2025-04-15,2025-05-16,2025-05-13,222.37,5.5,12.23,234.6,GBP,paid,invoice,Hosting,credit_card,,2024-03-23,2024-09-06
397,INV-2025-1396,Vidal SARL,6,2024-01-24,2024-03-21,2024-02-22,3910.28,0.0,0.0,3910.28,USD,paid,recurring,Support,credit_card,,2025-01-12,2024-09-16
398,INV-2025-1397,Godard,26,2024-08-22,2024-10-07,2024-09-28,3375.86,10.0,337.59,3713.45,USD,paid,recurring,Hosting,credit_card,,2023-11-08,2025-03-03
399,INV-2025-1398,Lemoine,229,2024-05-16,2024-06-28,,4536.18,20.0,907.24,5443.42,GBP,overdue,invoice,Support,,Partir pourquoi payer yeux mieux jusque changer.,2024-03-24,2025-06-15
400,INV-2025-1399,Pelletier SA,423,2024-07-07,2024-07-23,2024-08-06,4182.15,0.0,0.0,4182.15,EUR,paid_late,proforma,Development,direct_debit,,2024-08-03,2024-09-14
401,INV-2025-1400,Guilbert,419,2023-12-21,2024-02-16,2024-03-09,3474.46,0.0,0.0,3474.46,USD,paid_late,recurring,Training,direct_debit,Penser fruit là presser heureux combien moitié.,2025-04-02,2025-05-14
402,INV-2025-1401,Paris S.A.,59,2024-01-10,2024-03-03,2024-02-07,6605.96,20.0,1321.19,7927.15,EUR,paid,credit_note,IT_Services,paypal,,2024-09-13,2024-11-12
403,INV-2025-1402,Moreno,360,2023-11-30,2024-01-24,,2990.64,10.0,299.06,3289.7,EUR,overdue,invoice,Software,,,2025-02-19,2025-05-19
404,INV-2025-1403,Baudry SA,313,2025-03-08,2025-05-07,2025-04-25,4151.19,10.0,415.12,4566.31,USD,paid,credit_note,Consulting,check,,2024-02-17,2025-05-20
405,INV-2025-1404,Samson et Fils,24,2024-09-16,2024-10-13,2024-10-21,1166.88,20.0,233.38,1400.26,EUR,paid_late,recurring,Support,direct_debit,Même voiture bonheur sauter ramasser effort.,2023-08-18,2025-01-13
406,INV-2025-1405,Fernandez,284,2024-02-12,2024-03-06,,142.94,0.0,0.0,142.94,CHF,overdue,recurring,Development,,Soir car rocher créer quant à poser.,2025-05-22,2025-04-25
407,INV-2025-1406,Chauvet Joly S.A.,54,2024-11-08,2024-12-04,2024-12-19,1819.14,5.5,100.05,1919.19,CHF,paid_late,proforma,Development,check,,2025-04-15,2024-10-11
408,INV-2025-1407,Colas SARL,204,2025-04-08,2025-05-31,,7647.51,10.0,764.75,8412.26,GBP,overdue,proforma,Support,,Douze masse entre préparer eaux disposer signifier.,2025-06-22,2025-04-13
409,INV-2025-1408,Hamel Bouchet SA,432,2025-04-16,2025-05-09,2025-04-25,7030.14,10.0,703.01,7733.15,GBP,paid,credit_note,Hardware,credit_card,,2024-02-24,2025-06-24
410,INV-2025-1409,Menard Rodrigues et Fils,364,2024-12-13,2025-01-15,2024-12-25,9219.8,5.5,507.09,9726.89,USD,paid,proforma,Consulting,paypal,,2024-03-30,2025-06-09
411,INV-2025-1410,Camus,346,2024-01-31,2024-03-23,2024-04-13,6704.86,20.0,1340.97,8045.83,GBP,paid_late,recurring,IT_Services,direct_debit,,2023-11-11,2025-03-04
412,INV-2025-1411,Mallet,137,2024-11-25,2025-01-03,2024-12-21,6735.52,5.5,370.45,7105.97,USD,paid,proforma,Maintenance,credit_card,Avancer rester règle franc raconter poursuivre sou.,2024-07-11,2025-01-28
413,INV-2025-1412,Becker et Fils,184,2024-04-02,2024-05-31,2024-05-28,2119.61,0.0,0.0,2119.61,CHF,paid,invoice,Design,direct_debit,Public importance pièce existence.,2023-09-11,2025-05-28
414,INV-2025-1413,Gilbert Lecomte S.A.R.L.,355,2024-09-10,2024-11-05,2024-10-18,2452.2,10.0,245.22,2697.42,EUR,paid,recurring,Hosting,check,Entraîner droit menacer certain seulement.,2025-03-27,2024-12-03
415,INV-2025-1414,Lambert SA,381,2025-06-16,2025-08-13,2025-07-19,5566.03,0.0,0.0,5566.03,GBP,paid,credit_note,Design,check,Répondre important ceci signer herbe à valeur cour.,2025-01-08,2025-07-11
416,INV-2025-1415,Leroux,398,2023-11-02,2023-12-27,2024-01-04,6511.56,5.5,358.14,6869.7,USD,paid_late,proforma,Support,credit_card,Bête expliquer baisser pied peine.,2023-09-02,2024-12-24
417,INV-2025-1416,Gilbert Bègue SA,194,2024-11-19,2024-12-08,2024-12-18,1820.57,0.0,0.0,1820.57,EUR,paid_late,recurring,Maintenance,direct_debit,,2025-01-20,2024-08-29
418,INV-2025-1417,Garnier,239,2023-07-23,2023-08-17,2023-08-12,2624.66,10.0,262.47,2887.13,USD,paid,invoice,Software,paypal,,2023-11-04,2025-03-10
419,INV-2025-1418,Petit,405,2024-01-14,2024-03-09,2024-03-04,6652.71,20.0,1330.54,7983.25,GBP,paid,invoice,Training,direct_debit,,2023-07-30,2025-04-19
